artist,song,label,position,start_date,end_date
LUM!X & Gabry Ponte,Monster,Spinnin' Records,33,29.11.2019,05.12.2019
The Cratez & Bonez MC,Honda Civic,SME - RBK,34,29.11.2019,05.12.2019
Arizona Zervas,Roxanne,SME - Arizona Zervas,35,29.11.2019,05.12.2019
Tim Bendzko,Hoch,SME - Jive Germany,36,29.11.2019,05.12.2019
Wham!,Last Christmas,SME - Epic,37,29.11.2019,05.12.2019
Lena x Nico Santos,Better,Universal Domestic Polydor,38,29.11.2019,05.12.2019
Jamule x Cro,1000 Hits,Life Is Pain,39,29.11.2019,05.12.2019
RAF Camora feat. Bonez MC,Unnormal,Indipendenza,40,29.11.2019,05.12.2019
Ed Sheeran feat. Camila Cabello & Cardi B,South Of The Border,Atlantic,41,29.11.2019,05.12.2019
Jerome [DE],Light,Kontor Records,42,29.11.2019,05.12.2019
Capital Bra x Samra,Tilidin,Urban,43,29.11.2019,05.12.2019
Black Eyed Peas x J Balvin,Ritmo (Bad Boys For Life),SME - Epic,44,29.11.2019,05.12.2019
Juju feat. Henning May,Vermissen,Jinx Music,45,29.11.2019,05.12.2019
Billie Eilish,Bad Guy,Universal,46,29.11.2019,05.12.2019
Riton x Oliver Heldens feat. Vula,Turn Me On,SME - Ministry Of Sound,47,29.11.2019,05.12.2019
Shawn Mendes & Camila Cabello,Señorita,Island,48,29.11.2019,05.12.2019
Brado & Mero,Kafa Leyla,Chapter One,49,29.11.2019,05.12.2019
Sarah Connor,Vincent,Universal Domestic Polydor,50,29.11.2019,05.12.2019
RAF Camora,Adriana,Indipendenza,51,29.11.2019,05.12.2019
Apache 207,Beef,SME - Two Sides,52,29.11.2019,05.12.2019
Summer Cem feat. Luciano,Summer Cem,Banger Musik,53,29.11.2019,05.12.2019
Dermot Kennedy,Outnumbered,Interscope,54,29.11.2019,05.12.2019
Lil Nas X,Old Town Road,SME - Columbia,55,29.11.2019,05.12.2019
Sam Feldt feat. Rani,Post Malone,Spinnin' Records,56,29.11.2019,05.12.2019
Ed Sheeran feat. Khalid,Beautiful People,Atlantic,57,29.11.2019,05.12.2019
Loredana feat. Mozzik,Eiskalt,Loredana,58,29.11.2019,05.12.2019
Meduza feat. Goodboys,Piece Of Your Heart,Virgin Records,59,29.11.2019,05.12.2019
Freya Ridings,Castles,Island,60,29.11.2019,05.12.2019
Ava Max,Torn,Atlantic,61,29.11.2019,05.12.2019
Shaed,Trampoline,Caroline Records,62,29.11.2019,05.12.2019
Vize feat. Laniia,Stars,Kontor Records,63,29.11.2019,05.12.2019
Noah [DE],Ai ai ai,SQP,64,29.11.2019,05.12.2019
Freschta Akbarzada feat. Sido,Meine 3 Minuten,Voice Of Germany,65,29.11.2019,05.12.2019
Apache 207,Keine Fragen,SME - Two Sides,66,29.11.2019,05.12.2019
Loredana feat. Mero,Kein Plan,Loredana,67,29.11.2019,05.12.2019
Loredana,Genick,Loredana,68,29.11.2019,05.12.2019
Felix Jaehn & Vize feat. Miss Li,Close Your Eyes,Virgin Records,69,29.11.2019,05.12.2019
Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,70,29.11.2019,05.12.2019
Kollegah,Alphagenetik,Alpha Music Empire,71,29.11.2019,05.12.2019
Sido feat. Johannes Oerding,Pyramiden,Urban,72,29.11.2019,05.12.2019
LEA,110 (Prolog),SME - Four Music,73,29.11.2019,05.12.2019
Lewis Capaldi,Before You Go,Universal Domestic Vertigo,74,29.11.2019,05.12.2019
Stormzy feat. Ed Sheeran & Burna Boy,Own It,Atlantic,75,29.11.2019,05.12.2019
Apache 207,2 Minuten,SME - Two Sides,76,29.11.2019,05.12.2019
Samra x Capital Bra,Huracan,Urban,77,29.11.2019,05.12.2019
Kerstin Ott & Helene Fischer,Regenbogenfarben,Universal Domestic Polydor,78,29.11.2019,05.12.2019
Lotte & Max Giesinger,"Auf das, was da noch kommt",SME - Columbia,79,29.11.2019,05.12.2019
Fler,Noname,Urban,80,29.11.2019,05.12.2019
Apache 207,Grey Goose,SME - Two Sides,81,29.11.2019,05.12.2019
Samra & Capital Bra,Wieder Lila,Urban,82,29.11.2019,05.12.2019
Jamule,Moneyhoneydrip,Life Is Pain,83,29.11.2019,05.12.2019
Apache 207,Brot nach Hause,SME - Two Sides,84,29.11.2019,05.12.2019
DJ Snake & J Balvin feat. Tyga,Loco contigo,Geffen Records,85,29.11.2019,05.12.2019
Kygo x Whitney Houston,Higher Love,SME - RCA International,86,29.11.2019,05.12.2019
Trettmann & KitschKrieg feat. Alli Neumann,Zeit steht,Soulforce/BMG,87,29.11.2019,05.12.2019
Kummer,Bei Dir,Eklat Tonträger,88,29.11.2019,05.12.2019
Dardan feat. Xiara,Genauso,Hypnotize Entertainment,89,29.11.2019,05.12.2019
Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,90,29.11.2019,05.12.2019
Capital Bra & Samra,Berlin lebt wie nie zuvor,Urban,91,29.11.2019,05.12.2019
Summer Cem,Primetime,Banger Musik,92,29.11.2019,05.12.2019
Ariana Grande,Santa Tell Me,Universal,93,29.11.2019,05.12.2019
RIN,Fabergé,SME - Division,94,29.11.2019,05.12.2019
The Chainsmokers & Illenium feat. Lennon Stella,Takeaway,SME - Columbia,95,29.11.2019,05.12.2019
Melanie Thornton,Wonderful Dream (Holidays Are Coming),X-Cell,96,29.11.2019,05.12.2019
Chris Rea,Driving Home For Christmas,Warner Music International,97,29.11.2019,05.12.2019
Dimitri Vegas & Like Mike / David Guetta / Daddy Yankee / Afro Bros / Natti Natasha,Instagram,SME - Epic,98,29.11.2019,05.12.2019
TJ_beastboy,1000x cooler,Cyber-Gen,99,29.11.2019,05.12.2019
Camila Cabello,Liar,SME - Syco Music,100,29.11.2019,05.12.2019
Capital Bra,Der Bratan bleibt der gleiche,Urban,1,06.12.2019,12.12.2019
Tones And I,Dance Monkey,Bad Batch Records,2,06.12.2019,12.12.2019
Apache 207,Roller,SME - Two Sides,3,06.12.2019,12.12.2019
Bausa x Joshi Mizu x Maxwell,Skifahren,SME - RBK,4,06.12.2019,12.12.2019
Apache 207,Wieso tust Du dir das an?,SME - Two Sides,5,06.12.2019,12.12.2019
Mariah Carey,All I Want For Christmas Is You,SME - Columbia,6,06.12.2019,12.12.2019
Apache 207,200 km/h,SME - Two Sides,7,06.12.2019,12.12.2019
Regard,Ride It,B1 Recordings,8,06.12.2019,12.12.2019
Capital Bra x Samra & Lea,110,Urban,9,06.12.2019,12.12.2019
Wham!,Last Christmas,SME - Epic,10,06.12.2019,12.12.2019
The Weeknd,Blinding Lights,Republic Records,11,06.12.2019,12.12.2019
RIN & Bausa,Keine Liebe,SME - Division,12,06.12.2019,12.12.2019
Tyga,Ayy Macarena,SME - Columbia,13,06.12.2019,12.12.2019
Nimo,Karma,Urban,14,06.12.2019,12.12.2019
RIN,Bietigheimication,SME - Division,15,06.12.2019,12.12.2019
Apache 207,Doch in der Nacht,SME - Two Sides,16,06.12.2019,12.12.2019
Miami Yacine feat. Azet,Hayabusa,KMN Gang,17,06.12.2019,12.12.2019
Veysel,Sorry,Urban,18,06.12.2019,12.12.2019
Sido feat. Apache 207,2002,Urban,19,06.12.2019,12.12.2019
Mark Forster,194 Länder,SME - Four Music,20,06.12.2019,12.12.2019
Jamule x Luciano,Athen,Life Is Pain,21,06.12.2019,12.12.2019
Billie Eilish,Everything I Wanted,Universal,22,06.12.2019,12.12.2019
Dua Lipa,Don't Start Now,Urban,23,06.12.2019,12.12.2019
SSIO,Huli,Alles Oder Nix Records,24,06.12.2019,12.12.2019
Fero47,Désolé,SME - Epic,25,06.12.2019,12.12.2019
Maroon 5,Memories,A&M Records,26,06.12.2019,12.12.2019
Apache 207,Sex mit dir,SME - Two Sides,27,06.12.2019,12.12.2019
Senidah feat. RAF Camora,100%,Bassivity Digital,28,06.12.2019,12.12.2019
Blackbear,Hot Girl Bummer,Interscope,29,06.12.2019,12.12.2019
Melanie Thornton,Wonderful Dream (Holidays Are Coming),X-Cell,30,06.12.2019,12.12.2019
Post Malone,Circles,Republic Records,31,06.12.2019,12.12.2019
Chris Rea,Driving Home For Christmas,Warner Music International,32,06.12.2019,12.12.2019
Summer Cem,Pompa,Banger Musik,33,06.12.2019,12.12.2019
Meduza x Becky Hill x Goodboys,Lose Control,Virgin Records,34,06.12.2019,12.12.2019
Arizona Zervas,Roxanne,SME - Arizona Zervas,35,06.12.2019,12.12.2019
The Weeknd,Heartless,Republic Records,36,06.12.2019,12.12.2019
Ariana Grande,Santa Tell Me,Universal,37,06.12.2019,12.12.2019
Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,38,06.12.2019,12.12.2019
Ed Sheeran feat. Camila Cabello & Cardi B,South Of The Border,Atlantic,39,06.12.2019,12.12.2019
Apache 207,Kein Problem,SME - Two Sides,40,06.12.2019,12.12.2019
Azet,Seele,KMN Gang,41,06.12.2019,12.12.2019
Riton x Oliver Heldens feat. Vula,Turn Me On,SME - Ministry Of Sound,42,06.12.2019,12.12.2019
RAF Camora feat. Ghetto Phenomene,Puta madre,Indipendenza,43,06.12.2019,12.12.2019
Black Eyed Peas x J Balvin,Ritmo (Bad Boys For Life),SME - Epic,44,06.12.2019,12.12.2019
Selena Gomez,Lose You To Love Me,Interscope,45,06.12.2019,12.12.2019
LUM!X & Gabry Ponte,Monster,Spinnin' Records,46,06.12.2019,12.12.2019
Shakin' Stevens,Merry Christmas Everyone,SME - Epic,47,06.12.2019,12.12.2019
Travis Scott,Highest In The Room,SME - Epic,48,06.12.2019,12.12.2019
Reezy feat. Summer Cem,Phantom,SME - Two Sides,49,06.12.2019,12.12.2019
The Cratez & Bonez MC,Honda Civic,SME - RBK,50,06.12.2019,12.12.2019
Capital Bra x Samra,Tilidin,Urban,51,06.12.2019,12.12.2019
Jerome [DE],Light,Kontor Records,52,06.12.2019,12.12.2019
Tim Bendzko,Hoch,SME - Jive Germany,53,06.12.2019,12.12.2019
Kollegah,Valhalla,Alpha Music Empire,54,06.12.2019,12.12.2019
Billie Eilish,Bad Guy,Universal,55,06.12.2019,12.12.2019
Jamule x Cro,1000 Hits,Life Is Pain,56,06.12.2019,12.12.2019
RAF Camora feat. Bonez MC,Unnormal,Indipendenza,57,06.12.2019,12.12.2019
Lena x Nico Santos,Better,Universal Domestic Polydor,58,06.12.2019,12.12.2019
Michael Bublé,It's Beginning To Look A Lot Like Christmas,Reprise,59,06.12.2019,12.12.2019
Juju feat. Henning May,Vermissen,Jinx Music,60,06.12.2019,12.12.2019
Rolf Zuckowski und seine Freunde,In der Weihnachtsbäckerei,Musik für Dich,61,06.12.2019,12.12.2019
Shawn Mendes & Camila Cabello,Señorita,Island,62,06.12.2019,12.12.2019
Sam Feldt feat. Rani,Post Malone,Spinnin' Records,63,06.12.2019,12.12.2019
Lil Nas X,Old Town Road,SME - Columbia,64,06.12.2019,12.12.2019
RAF Camora,Adriana,Indipendenza,65,06.12.2019,12.12.2019
Dermot Kennedy,Outnumbered,Interscope,66,06.12.2019,12.12.2019
Sarah Connor,Vincent,Universal Domestic Polydor,67,06.12.2019,12.12.2019
John & Yoko / The Plastic Ono Band with The Harlem Community Choir,Happy Xmas (War Is Over),EMI,68,06.12.2019,12.12.2019
Ed Sheeran feat. Khalid,Beautiful People,Atlantic,69,06.12.2019,12.12.2019
Paul McCartney,Wonderful Christmastime,Capitol,70,06.12.2019,12.12.2019
SSIO / Adulis Ghebreyesus,Ibis Hotel,Alles Oder Nix Records,71,06.12.2019,12.12.2019
Apache 207,Beef,SME - Two Sides,72,06.12.2019,12.12.2019
Loredana feat. Mozzik,Eiskalt,Loredana,73,06.12.2019,12.12.2019
Summer Cem feat. Luciano,Summer Cem,Banger Musik,74,06.12.2019,12.12.2019
José Feliciano,Feliz Navidad,SME - RCA International,75,06.12.2019,12.12.2019
Ava Max,Torn,Atlantic,76,06.12.2019,12.12.2019
Genetikk,Nicht fürs Radio,SME - Outta This World,77,06.12.2019,12.12.2019
Kelly Clarkson,Underneath The Tree,SME - RCA International,78,06.12.2019,12.12.2019
Freya Ridings,Castles,Island,79,06.12.2019,12.12.2019
Meduza feat. Goodboys,Piece Of Your Heart,Virgin Records,80,06.12.2019,12.12.2019
Band Aid,Do They Know It's Christmas?,Mercury,81,06.12.2019,12.12.2019
Pentatonix,Hallelujah,SME - RCA International,82,06.12.2019,12.12.2019
Vize feat. Laniia,Stars,Kontor Records,83,06.12.2019,12.12.2019
Loredana,Genick,Loredana,84,06.12.2019,12.12.2019
Shaed,Trampoline,Caroline Records,85,06.12.2019,12.12.2019
SAINt JHN,Roses (Imanbek Remix),B1 Recordings,86,06.12.2019,12.12.2019
Frei.Wild,Sommerland,Rookies & Kings,87,06.12.2019,12.12.2019
Loredana feat. Mero,Kein Plan,Loredana,88,06.12.2019,12.12.2019
Queen,Thank God It's Christmas,Universal,89,06.12.2019,12.12.2019
Samra & Capital Bra,Wieder Lila,Urban,90,06.12.2019,12.12.2019
LEA,110 (Prolog),SME - Four Music,91,06.12.2019,12.12.2019
Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,92,06.12.2019,12.12.2019
Samra x Capital Bra,Huracan,Urban,93,06.12.2019,12.12.2019
Brado & Mero,Kafa Leyla,Chapter One,94,06.12.2019,12.12.2019
Apache 207,2 Minuten,SME - Two Sides,95,06.12.2019,12.12.2019
Apache 207,Keine Fragen,SME - Two Sides,96,06.12.2019,12.12.2019
Bryan Adams,Christmas Time,Universal,97,06.12.2019,12.12.2019
Freschta Akbarzada feat. Sido,Meine 3 Minuten,Voice Of Germany,98,06.12.2019,12.12.2019
Brenda Lee,Rockin' Around The Christmas Tree,Universal,99,06.12.2019,12.12.2019
Capital Bra & Samra,Berlin lebt wie nie zuvor,Urban,100,06.12.2019,12.12.2019
Nimo & Hava,Kein Schlaf,Urban,1,13.12.2019,19.12.2019
Samra,Colt,Urban,2,13.12.2019,19.12.2019
Tones And I,Dance Monkey,Bad Batch Records,3,13.12.2019,19.12.2019
Apache 207,Roller,SME - Two Sides,4,13.12.2019,19.12.2019
Capital Bra,Der Bratan bleibt der gleiche,Urban,5,13.12.2019,19.12.2019
Shindy,Tiffany,SME - Friends With Money,6,13.12.2019,19.12.2019
Mariah Carey,All I Want For Christmas Is You,SME - Columbia,7,13.12.2019,19.12.2019
RIN,Alien,SME - Division,8,13.12.2019,19.12.2019
RIN & Bausa,Keine Liebe,SME - Division,9,13.12.2019,19.12.2019
Wham!,Last Christmas,SME - Epic,10,13.12.2019,19.12.2019
"The Cratez, Luciano & Kontra K",Himmel grau,SME - RBK,11,13.12.2019,19.12.2019
Capital Bra x Samra & Lea,110,Urban,12,13.12.2019,19.12.2019
Regard,Ride It,B1 Recordings,13,13.12.2019,19.12.2019
Apache 207,Wieso tust Du dir das an?,SME - Two Sides,14,13.12.2019,19.12.2019
The Weeknd,Blinding Lights,Republic Records,15,13.12.2019,19.12.2019
Apache 207,200 km/h,SME - Two Sides,16,13.12.2019,19.12.2019
Bausa x Joshi Mizu x Maxwell,Skifahren,SME - RBK,17,13.12.2019,19.12.2019
Tyga,Ayy Macarena,SME - Columbia,18,13.12.2019,19.12.2019
Nimo,Karma,Urban,19,13.12.2019,19.12.2019
Mark Forster,194 Länder,SME - Four Music,20,13.12.2019,19.12.2019
Apache 207,Doch in der Nacht,SME - Two Sides,21,13.12.2019,19.12.2019
RIN,Bietigheimication,SME - Division,22,13.12.2019,19.12.2019
Sido feat. Apache 207,2002,Urban,23,13.12.2019,19.12.2019
Dua Lipa,Don't Start Now,Urban,24,13.12.2019,19.12.2019
RIN,Vintage,SME - Division,25,13.12.2019,19.12.2019
Juju feat. Henning May,Vermissen,Jinx Music,26,13.12.2019,19.12.2019
Melanie Thornton,Wonderful Dream (Holidays Are Coming),X-Cell,27,13.12.2019,19.12.2019
Kianush & PA Sports,Casino Royal,Life Is Pain,28,13.12.2019,19.12.2019
Billie Eilish,Everything I Wanted,Universal,29,13.12.2019,19.12.2019
Chris Rea,Driving Home For Christmas,Warner Music International,30,13.12.2019,19.12.2019
Pietro Lombardi x Dardan,Standort,Universal Domestic Polydor,31,13.12.2019,19.12.2019
Veysel,Sorry,Urban,32,13.12.2019,19.12.2019
Maroon 5,Memories,A&M Records,33,13.12.2019,19.12.2019
Summer Cem,Mambo No. 5,Banger Musik,34,13.12.2019,19.12.2019
Ariana Grande,Santa Tell Me,Universal,35,13.12.2019,19.12.2019
Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,36,13.12.2019,19.12.2019
Shakin' Stevens,Merry Christmas Everyone,SME - Epic,37,13.12.2019,19.12.2019
Juice WRLD,Lucid Dreams (Forget Me),Juice WRLD Mixtape,38,13.12.2019,19.12.2019
Blackbear,Hot Girl Bummer,Interscope,39,13.12.2019,19.12.2019
Billie Eilish,Bad Guy,Universal,40,13.12.2019,19.12.2019
Post Malone,Circles,Republic Records,41,13.12.2019,19.12.2019
LUM!X & Gabry Ponte,Monster,Spinnin' Records,42,13.12.2019,19.12.2019
Capital Bra x Samra,Tilidin,Urban,43,13.12.2019,19.12.2019
Arizona Zervas,Roxanne,SME - Arizona Zervas,44,13.12.2019,19.12.2019
Riton x Oliver Heldens feat. Vula,Turn Me On,SME - Ministry Of Sound,45,13.12.2019,19.12.2019
Apache 207,Sex mit dir,SME - Two Sides,46,13.12.2019,19.12.2019
Lil Nas X,Old Town Road,SME - Columbia,47,13.12.2019,19.12.2019
Apache 207,Kein Problem,SME - Two Sides,48,13.12.2019,19.12.2019
SSIO / Wanja Janeva,Warum lügst du?,Alles Oder Nix Records,49,13.12.2019,19.12.2019
Fero47,Désolé,SME - Epic,50,13.12.2019,19.12.2019
Shawn Mendes & Camila Cabello,Señorita,Island,51,13.12.2019,19.12.2019
Michael Bublé,It's Beginning To Look A Lot Like Christmas,Reprise,52,13.12.2019,19.12.2019
Meduza x Becky Hill x Goodboys,Lose Control,Virgin Records,53,13.12.2019,19.12.2019
Miami Yacine feat. Azet,Hayabusa,KMN Gang,54,13.12.2019,19.12.2019
Tim Bendzko,Hoch,SME - Jive Germany,55,13.12.2019,19.12.2019
RIN,Up In Smoke,SME - Division,56,13.12.2019,19.12.2019
Sarah Connor,Vincent,Universal Domestic Polydor,57,13.12.2019,19.12.2019
RIN,Fabergé,SME - Division,58,13.12.2019,19.12.2019
John & Yoko / The Plastic Ono Band with The Harlem Community Choir,Happy Xmas (War Is Over),EMI,59,13.12.2019,19.12.2019
The Cratez & Bonez MC,Honda Civic,SME - RBK,60,13.12.2019,19.12.2019
Lena x Nico Santos,Better,Universal Domestic Polydor,61,13.12.2019,19.12.2019
Black Eyed Peas x J Balvin,Ritmo (Bad Boys For Life),SME - Epic,62,13.12.2019,19.12.2019
Rolf Zuckowski und seine Freunde,In der Weihnachtsbäckerei,Musik für Dich,63,13.12.2019,19.12.2019
SSIO,Huli,Alles Oder Nix Records,64,13.12.2019,19.12.2019
Ed Sheeran feat. Camila Cabello & Cardi B,South Of The Border,Atlantic,65,13.12.2019,19.12.2019
Paul McCartney,Wonderful Christmastime,Capitol,66,13.12.2019,19.12.2019
RAF Camora feat. Ghetto Phenomene,Puta madre,Indipendenza,67,13.12.2019,19.12.2019
Band Aid,Do They Know It's Christmas?,Mercury,68,13.12.2019,19.12.2019
José Feliciano,Feliz Navidad,SME - RCA International,69,13.12.2019,19.12.2019
Jerome [DE],Light,Kontor Records,70,13.12.2019,19.12.2019
Selena Gomez,Lose You To Love Me,Interscope,71,13.12.2019,19.12.2019
Travis Scott,Highest In The Room,SME - Epic,72,13.12.2019,19.12.2019
Samra & Capital Bra,Wieder Lila,Urban,73,13.12.2019,19.12.2019
Kelly Clarkson,Underneath The Tree,SME - RCA International,74,13.12.2019,19.12.2019
Senidah feat. RAF Camora,100%,Bassivity Digital,75,13.12.2019,19.12.2019
Pentatonix,Hallelujah,SME - RCA International,76,13.12.2019,19.12.2019
Meduza feat. Goodboys,Piece Of Your Heart,Virgin Records,77,13.12.2019,19.12.2019
Jamule x Luciano,Athen,Life Is Pain,78,13.12.2019,19.12.2019
Queen,Thank God It's Christmas,Universal,79,13.12.2019,19.12.2019
Azet,Seele,KMN Gang,80,13.12.2019,19.12.2019
Ed Sheeran feat. Khalid,Beautiful People,Atlantic,81,13.12.2019,19.12.2019
Reezy feat. Summer Cem,Phantom,SME - Two Sides,82,13.12.2019,19.12.2019
Justin Bieber,Mistletoe,Island,83,13.12.2019,19.12.2019
RAF Camora feat. Bonez MC,Unnormal,Indipendenza,84,13.12.2019,19.12.2019
Sam Feldt feat. Rani,Post Malone,Spinnin' Records,85,13.12.2019,19.12.2019
Bryan Adams,Christmas Time,Universal,86,13.12.2019,19.12.2019
RAF Camora,Adriana,Indipendenza,87,13.12.2019,19.12.2019
Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,88,13.12.2019,19.12.2019
Ellie Goulding & Juice WRLD,Hate Me,Polydor,89,13.12.2019,19.12.2019
SSIO / Adulis Ghebreyesus,Ibis Hotel,Alles Oder Nix Records,90,13.12.2019,19.12.2019
Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,91,13.12.2019,19.12.2019
Loredana feat. Mozzik,Eiskalt,Loredana,92,13.12.2019,19.12.2019
Dermot Kennedy,Outnumbered,Interscope,93,13.12.2019,19.12.2019
Bobby Helms,Jingle Bell Rock,K-Tel,94,13.12.2019,19.12.2019
Brenda Lee,Rockin' Around The Christmas Tree,Universal,95,13.12.2019,19.12.2019
Jamule x Cro,1000 Hits,Life Is Pain,96,13.12.2019,19.12.2019
The Weeknd,Heartless,Republic Records,97,13.12.2019,19.12.2019
Vize feat. Laniia,Stars,Kontor Records,98,13.12.2019,19.12.2019
Harry Styles,Adore You,SME - Columbia,99,13.12.2019,19.12.2019
SAINt JHN,Roses (Imanbek Remix),B1 Recordings,100,13.12.2019,19.12.2019
Tones And I,Dance Monkey,Bad Batch Records,1,20.12.2019,26.12.2019
Apache 207,Roller,SME - Two Sides,2,20.12.2019,26.12.2019
Nimo & Hava,Kein Schlaf,Urban,3,20.12.2019,26.12.2019
Samra,Colt,Urban,4,20.12.2019,26.12.2019
Mariah Carey,All I Want For Christmas Is You,SME - Columbia,5,20.12.2019,26.12.2019
Wham!,Last Christmas,SME - Epic,6,20.12.2019,26.12.2019
The Weeknd,Blinding Lights,Republic Records,7,20.12.2019,26.12.2019
Regard,Ride It,B1 Recordings,8,20.12.2019,26.12.2019
Capital Bra,Der Bratan bleibt der gleiche,Urban,9,20.12.2019,26.12.2019
Apache 207,200 km/h,SME - Two Sides,10,20.12.2019,26.12.2019
RIN & Bausa,Keine Liebe,SME - Division,11,20.12.2019,26.12.2019
Apache 207,Wieso tust Du dir das an?,SME - Two Sides,12,20.12.2019,26.12.2019
Bausa x Joshi Mizu x Maxwell,Skifahren,SME - RBK,13,20.12.2019,26.12.2019
Capital Bra x Samra & Lea,110,Urban,14,20.12.2019,26.12.2019
RIN,Alien,SME - Division,15,20.12.2019,26.12.2019
Samra,95 BPM,Urban,16,20.12.2019,26.12.2019
Tyga,Ayy Macarena,SME - Columbia,17,20.12.2019,26.12.2019
Chris Rea,Driving Home For Christmas,Warner Music International,18,20.12.2019,26.12.2019
Apache 207,Doch in der Nacht,SME - Two Sides,19,20.12.2019,26.12.2019
Shindy,Tiffany,SME - Friends With Money,20,20.12.2019,26.12.2019
Dua Lipa,Don't Start Now,Urban,21,20.12.2019,26.12.2019
Melanie Thornton,Wonderful Dream (Holidays Are Coming),X-Cell,22,20.12.2019,26.12.2019
Sido feat. Apache 207,2002,Urban,23,20.12.2019,26.12.2019
Mark Forster,194 Länder,SME - Four Music,24,20.12.2019,26.12.2019
Nimo,Karma,Urban,25,20.12.2019,26.12.2019
"The Cratez, Luciano & Kontra K",Himmel grau,SME - RBK,26,20.12.2019,26.12.2019
Juju feat. Henning May,Vermissen,Jinx Music,27,20.12.2019,26.12.2019
Maroon 5,Memories,A&M Records,28,20.12.2019,26.12.2019
Billie Eilish,Everything I Wanted,Interscope,29,20.12.2019,26.12.2019
Shakin' Stevens,Merry Christmas Everyone,SME - Epic,30,20.12.2019,26.12.2019
Ariana Grande,Santa Tell Me,Universal,31,20.12.2019,26.12.2019
Riton x Oliver Heldens feat. Vula,Turn Me On,SME - Ministry Of Sound,32,20.12.2019,26.12.2019
Kianush & PA Sports,Casino Royal,Life Is Pain,33,20.12.2019,26.12.2019
Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,34,20.12.2019,26.12.2019
Arizona Zervas,Roxanne,SME - Arizona Zervas,35,20.12.2019,26.12.2019
Blackbear,Hot Girl Bummer,Interscope,36,20.12.2019,26.12.2019
Billie Eilish,Bad Guy,Universal,37,20.12.2019,26.12.2019
Post Malone,Circles,Republic Records,38,20.12.2019,26.12.2019
LUM!X & Gabry Ponte,Monster,Spinnin' Records,39,20.12.2019,26.12.2019
John & Yoko / The Plastic Ono Band with The Harlem Community Choir,Happy Xmas (War Is Over),EMI,40,20.12.2019,26.12.2019
Meduza x Becky Hill x Goodboys,Lose Control,Virgin Records,41,20.12.2019,26.12.2019
Capital Bra x Samra,Tilidin,Urban,42,20.12.2019,26.12.2019
Veysel,Sorry,Urban,43,20.12.2019,26.12.2019
Apache 207,Sex mit dir,SME - Two Sides,44,20.12.2019,26.12.2019
Apache 207,Kein Problem,SME - Two Sides,45,20.12.2019,26.12.2019
Michael Bublé,It's Beginning To Look A Lot Like Christmas,Reprise,46,20.12.2019,26.12.2019
Juice WRLD,Lucid Dreams (Forget Me),Juice WRLD Mixtape,47,20.12.2019,26.12.2019
